player_id,player_name,position,sub_position,country_of_citizenship,qualified_seasons,first_qualified_season,last_qualified_season,qualified_season_labels,total_minutes,total_goals,total_assists,total_goal_contributions,average_goals_per_90,average_assists_per_90,average_goal_contributions_per_90,contributions_per_90_standard_deviation,minimum_contributions_per_90,maximum_contributions_per_90,sustained_position_rank,sustained_overall_rank,sustained_performance_profile
343959,Erhan Masovic,Defender,Centre-Back,Serbia,4,2021,2024,"2021-22, 2022-23, 2023-24, 2024-25",6829,5,1,6,0.066,0.025,0.091,0.106,0,0.198,278,946,High consistency
58995,Anthony Jung,Defender,Centre-Back,Germany,3,2022,2024,"2022-23, 2023-24, 2024-25",7115,3,5,8,0.034,0.057,0.091,0.129,0,0.239,279,947,High consistency
289446,Yerry Mina,Defender,Centre-Back,Colombia,3,2020,2024,"2020-21, 2023-24, 2024-25",5774,5,0,5,0.09,0,0.09,0.054,0.035,0.143,280,948,High consistency
131075,Francesco Acerbi,Defender,Centre-Back,Italy,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",11867,7,5,12,0.051,0.039,0.09,0.069,0.032,0.177,281,949,High consistency
469050,Nathan Collins,Defender,Centre-Back,Ireland,4,2021,2024,"2021-22, 2022-23, 2023-24, 2024-25",9552,5,6,11,0.049,0.042,0.09,0.077,0,0.184,282,950,High consistency
335225,Manu Morlanes,Midfield,Central Midfield,Spain,3,2021,2024,"2021-22, 2023-24, 2024-25",4087,2,2,4,0.053,0.037,0.09,0.081,0,0.158,345,951,High consistency
805908,Bradley Locko,Defender,Left-Back,France,3,2021,2023,"2021-22, 2022-23, 2023-24",5294,1,4,5,0.03,0.06,0.09,0.09,0,0.179,283,952,High consistency
262939,Johan Mojica,Defender,Left-Back,Colombia,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",10054,3,10,13,0.019,0.071,0.09,0.093,0,0.22,284,953,High consistency
127108,Florian Lejeune,Defender,Centre-Back,France,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",14938,10,5,15,0.061,0.028,0.089,0.059,0,0.14,285,954,High consistency
546213,Tuta,Defender,Centre-Back,Brazil,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",11244,9,3,12,0.069,0.02,0.089,0.059,0,0.165,286,955,High consistency
192765,Ben Davies,Defender,Centre-Back,Wales,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",8585,4,5,9,0.039,0.05,0.089,0.061,0,0.157,287,956,High consistency
421637,Frank Onyeka,Midfield,Central Midfield,Nigeria,3,2021,2024,"2021-22, 2023-24, 2024-25",4824,1,3,4,0.026,0.063,0.089,0.126,0,0.234,346,957,High consistency
160241,Kevin Akpoguma,Defender,Centre-Back,Nigeria,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",7980,3,4,7,0.039,0.05,0.089,0.132,0,0.294,288,958,High consistency
524481,Roger Ibañez,Defender,Centre-Back,Brazil,3,2020,2022,"2020-21, 2021-22, 2022-23",8084,6,2,8,0.063,0.025,0.088,0.012,0.075,0.097,289,959,High consistency
29364,João Moutinho,Midfield,Central Midfield,Portugal,3,2020,2022,"2020-21, 2021-22, 2022-23",7293,3,4,7,0.032,0.056,0.088,0.015,0.071,0.101,347,960,High consistency
20506,Andrés Guardado,Midfield,Central Midfield,Mexico,3,2020,2022,"2020-21, 2021-22, 2022-23",4090,2,2,4,0.045,0.044,0.088,0.037,0.065,0.131,348,961,High consistency
361914,Nayef Aguerd,Defender,Centre-Back,Morocco,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",11103,8,4,12,0.063,0.026,0.088,0.064,0,0.164,290,962,High consistency
543387,Cheick Doucouré,Midfield,Defensive Midfield,Mali,4,2020,2023,"2020-21, 2021-22, 2022-23, 2023-24",9289,3,8,11,0.025,0.063,0.088,0.064,0,0.153,349,963,High consistency
392569,Gabriele Zappa,Defender,Right-Back,Italy,4,2020,2024,"2020-21, 2021-22, 2023-24, 2024-25",9161,3,7,10,0.024,0.064,0.088,0.071,0,0.15,291,964,High consistency
353826,Robert Gumny,Defender,Right-Back,Poland,3,2020,2022,"2020-21, 2021-22, 2022-23",5661,2,3,5,0.037,0.052,0.088,0.077,0,0.134,292,965,High consistency
55769,Danilo D'Ambrosio,Defender,Centre-Back,Italy,3,2021,2024,"2021-22, 2023-24, 2024-25",3624,1,2,3,0.03,0.058,0.088,0.091,0,0.181,293,966,High consistency
232320,Atakan Karazor,Midfield,Defensive Midfield,Türkiye,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",10154,2,10,12,0.014,0.073,0.087,0.083,0,0.206,350,967,High consistency
362842,Arthur Melo,Midfield,Central Midfield,Brazil,4,2020,2024,"2020-21, 2021-22, 2023-24, 2024-25",5053,3,4,7,0.042,0.045,0.087,0.128,0,0.271,351,968,High consistency
135492,Youssouf Sabaly,Defender,Right-Back,Senegal,4,2020,2024,"2020-21, 2022-23, 2023-24, 2024-25",7234,2,5,7,0.021,0.065,0.086,0.021,0.057,0.107,294,969,High consistency
85906,Danny da Costa,Defender,Centre-Back,Germany,3,2020,2024,"2020-21, 2022-23, 2024-25",4568,0,4,4,0,0.086,0.086,0.053,0.045,0.146,295,970,High consistency
42412,Jonny Evans,Defender,Centre-Back,Northern Ireland,4,2020,2023,"2020-21, 2021-22, 2022-23, 2023-24",6275,3,4,7,0.035,0.051,0.086,0.067,0,0.145,296,971,High consistency
624037,Joris Chotard,Midfield,Defensive Midfield,France,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",11028,2,10,12,0.016,0.071,0.086,0.083,0,0.219,352,972,High consistency
504153,Joe Scally,Defender,Right-Back,United States,4,2021,2024,"2021-22, 2022-23, 2023-24, 2024-25",8945,2,6,8,0.022,0.064,0.086,0.102,0,0.201,297,973,High consistency
249513,Diego Rico,Defender,Left-Back,Spain,4,2021,2024,"2021-22, 2022-23, 2023-24, 2024-25",8650,0,10,10,0,0.086,0.086,0.117,0,0.248,298,974,High consistency
182904,Clément Lenglet,Defender,Centre-Back,France,4,2020,2024,"2020-21, 2022-23, 2023-24, 2024-25",7634,3,4,7,0.032,0.053,0.085,0.042,0.036,0.137,299,975,High consistency
606718,Toti,Defender,Centre-Back,Portugal,3,2022,2024,"2022-23, 2023-24, 2024-25",6372,2,4,6,0.041,0.044,0.085,0.048,0.034,0.13,300,976,High consistency
115763,Koray Günter,Defender,Centre-Back,Germany,3,2020,2022,"2020-21, 2021-22, 2022-23",5959,1,4,5,0.017,0.068,0.085,0.078,0,0.153,301,977,High consistency
371851,Jaka Bijol,Defender,Centre-Back,Slovenia,3,2022,2024,"2022-23, 2023-24, 2024-25",7779,4,4,8,0.043,0.042,0.085,0.083,0,0.165,302,978,High consistency
357003,Martin Erlić,Defender,Centre-Back,Croatia,4,2020,2023,"2020-21, 2021-22, 2022-23, 2023-24",9328,6,2,8,0.064,0.021,0.085,0.089,0,0.201,303,979,High consistency
262980,Jefferson Lerma,Midfield,Defensive Midfield,Colombia,3,2022,2024,"2022-23, 2023-24, 2024-25",7936,6,2,8,0.058,0.026,0.084,0.05,0.04,0.138,353,980,High consistency
474662,Hugo Magnetti,Midfield,Central Midfield,France,4,2021,2024,"2021-22, 2022-23, 2023-24, 2024-25",7837,4,3,7,0.042,0.042,0.084,0.053,0.039,0.16,354,981,High consistency
333014,Sander Berge,Midfield,Defensive Midfield,Norway,3,2020,2024,"2020-21, 2023-24, 2024-25",6354,2,3,5,0.037,0.047,0.084,0.081,0,0.161,355,982,High consistency
569384,Lucien Agoumé,Midfield,Defensive Midfield,France,3,2021,2024,"2021-22, 2022-23, 2024-25",5087,1,4,5,0.014,0.07,0.084,0.085,0,0.17,356,983,High consistency
442248,Ethan Pinnock,Defender,Centre-Back,Jamaica,4,2021,2024,"2021-22, 2022-23, 2023-24, 2024-25",9831,8,1,9,0.075,0.008,0.083,0.016,0.067,0.1,304,984,High consistency
392516,Antonino Gallo,Defender,Left-Back,Italy,3,2022,2024,"2022-23, 2023-24, 2024-25",7603,0,7,7,0,0.083,0.083,0.022,0.069,0.108,305,985,High consistency
225657,Philipp Lienhart,Defender,Centre-Back,Austria,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",12398,12,0,12,0.083,0,0.083,0.054,0.032,0.157,306,986,High consistency
111266,Anthony Losilla,Midfield,Defensive Midfield,France,4,2021,2024,"2021-22, 2022-23, 2023-24, 2024-25",9366,5,5,10,0.041,0.042,0.083,0.07,0,0.165,357,987,High consistency
485960,Lilian Brassier,Defender,Centre-Back,France,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",11008,6,2,8,0.056,0.028,0.083,0.071,0,0.187,307,988,High consistency
126729,Patric,Defender,Centre-Back,Spain,4,2020,2023,"2020-21, 2021-22, 2022-23, 2023-24",6273,3,3,6,0.042,0.041,0.083,0.071,0,0.164,308,989,High consistency
485965,Nicolas Cozza,Defender,Centre-Back,France,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",8747,5,4,9,0.048,0.035,0.083,0.085,0,0.197,309,990,High consistency
157507,Adrien Tamèze,Midfield,Defensive Midfield,France,4,2020,2023,"2020-21, 2021-22, 2022-23, 2023-24",10075,5,4,9,0.045,0.039,0.083,0.091,0,0.21,358,991,High consistency
398163,Gonzalo Villar,Midfield,Central Midfield,Spain,3,2020,2023,"2020-21, 2022-23, 2023-24",4786,1,4,5,0.017,0.066,0.083,0.106,0,0.202,359,992,High consistency
315145,Azor Matusiwa,Midfield,Defensive Midfield,Netherlands,4,2021,2024,"2021-22, 2022-23, 2023-24, 2024-25",9222,3,5,8,0.03,0.052,0.082,0.071,0,0.173,360,993,High consistency
399776,Pau Torres,Defender,Centre-Back,Spain,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",13364,10,3,13,0.064,0.019,0.082,0.075,0,0.189,310,994,High consistency
272812,Kingsley Ehizibue,Defender,Right-Back,Netherlands,4,2020,2024,"2020-21, 2022-23, 2023-24, 2024-25",6202,2,3,5,0.028,0.052,0.081,0.033,0.036,0.113,311,995,High consistency
503680,Neco Williams,Defender,Left-Back,Wales,3,2022,2024,"2022-23, 2023-24, 2024-25",6102,2,4,6,0.028,0.053,0.081,0.051,0.048,0.139,312,996,High consistency
386552,Lassana Coulibaly,Midfield,Central Midfield,Mali,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",11684,5,6,11,0.036,0.045,0.081,0.071,0,0.186,361,997,High consistency
572326,Christopher Wooh,Defender,Centre-Back,Cameroon,4,2021,2024,"2021-22, 2022-23, 2023-24, 2024-25",4904,1,3,4,0.016,0.065,0.081,0.071,0,0.171,313,998,High consistency
423444,Fran Beltrán,Midfield,Central Midfield,Spain,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",11724,6,3,9,0.061,0.02,0.081,0.075,0,0.194,362,999,High consistency
291417,Ferland Mendy,Defender,Left-Back,France,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",8034,3,4,7,0.029,0.052,0.081,0.078,0,0.207,314,1000,High consistency
229804,Aritz Elustondo,Defender,Centre-Back,Spain,4,2020,2024,"2020-21, 2021-22, 2022-23, 2024-25",6894,5,2,7,0.055,0.026,0.081,0.093,0,0.214,315,1001,High consistency
362108,Gabriel Gudmundsson,Defender,Left-Back,Sweden,3,2021,2024,"2021-22, 2023-24, 2024-25",4390,4,0,4,0.08,0,0.08,0.019,0.067,0.101,316,1002,High consistency
158863,Iñigo Martínez,Defender,Centre-Back,Spain,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",9989,5,5,10,0.044,0.036,0.08,0.071,0,0.181,317,1003,High consistency
126281,Alexander Hack,Defender,Centre-Back,Germany,3,2020,2022,"2020-21, 2021-22, 2022-23",4576,4,1,5,0.065,0.014,0.08,0.087,0,0.173,318,1004,High consistency
183318,Jamaal Lascelles,Defender,Centre-Back,England,3,2020,2023,"2020-21, 2021-22, 2023-24",4764,4,0,4,0.079,0,0.079,0.034,0.044,0.111,319,1005,High consistency
238626,Laurent Abergel,Midfield,Defensive Midfield,France,4,2020,2023,"2020-21, 2021-22, 2022-23, 2023-24",11143,5,5,10,0.039,0.04,0.079,0.036,0.038,0.121,363,1006,High consistency
121477,Craig Dawson,Defender,Centre-Back,England,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",9996,7,3,10,0.058,0.021,0.079,0.059,0,0.14,320,1007,High consistency
156501,Felipe,Defender,Centre-Back,Brazil,3,2020,2022,"2020-21, 2021-22, 2022-23",5163,2,2,4,0.04,0.039,0.079,0.092,0,0.18,321,1008,High consistency
60542,Maxime Gonalons,Midfield,Defensive Midfield,France,4,2020,2023,"2020-21, 2021-22, 2022-23, 2023-24",5716,2,3,5,0.033,0.045,0.078,0.025,0.062,0.116,364,1009,High consistency
253677,Tyrone Mings,Defender,Centre-Back,England,4,2020,2024,"2020-21, 2021-22, 2022-23, 2024-25",10654,4,7,11,0.028,0.05,0.078,0.054,0,0.113,322,1010,High consistency
524000,Dani Vivian,Defender,Centre-Back,Spain,4,2021,2024,"2021-22, 2022-23, 2023-24, 2024-25",9843,7,1,8,0.067,0.011,0.078,0.07,0,0.138,323,1011,High consistency
353366,Benjamin Pavard,Defender,Centre-Back,France,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",9716,4,5,9,0.03,0.049,0.078,0.071,0,0.185,324,1012,High consistency
648020,Alexsandro,Defender,Centre-Back,Brazil,3,2022,2024,"2022-23, 2023-24, 2024-25",6528,4,1,5,0.067,0.011,0.078,0.085,0,0.168,325,1013,High consistency
443331,Patrick Osterhage,Midfield,Defensive Midfield,Germany,3,2022,2024,"2022-23, 2023-24, 2024-25",5159,3,2,5,0.046,0.032,0.078,0.102,0,0.193,365,1014,High consistency
570817,Maxime Busi,Defender,Right-Back,Belgium,3,2020,2022,"2020-21, 2021-22, 2022-23",3524,1,2,3,0.023,0.054,0.077,0.009,0.069,0.086,326,1015,High consistency
125020,José Luis Palomino,Defender,Centre-Back,Argentina,3,2020,2024,"2020-21, 2021-22, 2024-25",6170,3,2,5,0.052,0.025,0.077,0.04,0.034,0.112,327,1016,High consistency
263236,Kevin Danso,Defender,Centre-Back,Austria,4,2021,2024,"2021-22, 2022-23, 2023-24, 2024-25",10605,4,6,10,0.032,0.045,0.077,0.073,0,0.161,328,1017,High consistency
702441,Sinaly Diomandé,Defender,Centre-Back,Cote d'Ivoire,3,2020,2024,"2020-21, 2022-23, 2024-25",5021,3,2,5,0.046,0.031,0.077,0.133,0,0.231,329,1018,High consistency
353892,Hiroki Ito,Defender,Centre-Back,Japan,3,2021,2023,"2021-22, 2022-23, 2023-24",7141,2,4,6,0.024,0.051,0.076,0.006,0.07,0.081,330,1019,High consistency
410158,Rodrigo Becão,Defender,Centre-Back,Brazil,3,2020,2022,"2020-21, 2021-22, 2022-23",8404,5,2,7,0.054,0.022,0.076,0.04,0.032,0.109,331,1020,High consistency
99922,Marc Bartra,Defender,Centre-Back,Spain,3,2020,2024,"2020-21, 2021-22, 2024-25",5790,3,2,5,0.044,0.032,0.076,0.046,0.045,0.129,332,1021,High consistency
66100,Oriol Romeu,Midfield,Defensive Midfield,Spain,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",9982,5,4,9,0.034,0.042,0.076,0.049,0,0.124,366,1022,High consistency
238266,Duje Caleta-Car,Defender,Centre-Back,Croatia,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",9405,6,2,8,0.061,0.015,0.076,0.05,0,0.131,333,1023,High consistency
392757,Marc Guéhi,Defender,Centre-Back,England,4,2021,2024,"2021-22, 2022-23, 2023-24, 2024-25",11636,6,4,10,0.043,0.033,0.076,0.053,0.027,0.147,334,1024,High consistency
368891,Arthur Theate,Defender,Centre-Back,Belgium,4,2021,2024,"2021-22, 2022-23, 2023-24, 2024-25",10564,8,1,9,0.067,0.009,0.076,0.053,0,0.115,335,1025,High consistency
135617,Thiago Mendes,Midfield,Defensive Midfield,Brazil,3,2020,2022,"2020-21, 2021-22, 2022-23",6164,2,3,5,0.031,0.044,0.075,0.03,0.04,0.097,367,1026,High consistency
341051,Kyle Walker-Peters,Defender,Right-Back,England,4,2020,2024,"2020-21, 2021-22, 2022-23, 2024-25",10856,2,7,9,0.017,0.058,0.075,0.033,0.034,0.103,336,1027,High consistency
503981,Tino Livramento,Defender,Right-Back,England,3,2021,2024,"2021-22, 2023-24, 2024-25",6352,2,3,5,0.037,0.038,0.075,0.046,0.032,0.123,337,1028,High consistency
332705,Tyler Adams,Midfield,Defensive Midfield,United States,4,2020,2024,"2020-21, 2021-22, 2022-23, 2024-25",7321,1,5,6,0.012,0.063,0.075,0.058,0,0.137,368,1029,High consistency
513031,Antonio Sánchez,Midfield,Central Midfield,Spain,4,2021,2024,"2021-22, 2022-23, 2023-24, 2024-25",5539,4,1,5,0.06,0.015,0.075,0.117,0,0.246,369,1030,High consistency
121985,Juan Jesus,Defender,Centre-Back,Brazil,4,2021,2024,"2021-22, 2022-23, 2023-24, 2024-25",5396,3,1,4,0.053,0.021,0.074,0.024,0.042,0.097,338,1031,High consistency
236490,Ola Aina,Defender,Right-Back,Nigeria,4,2020,2024,"2020-21, 2021-22, 2023-24, 2024-25",8816,5,3,8,0.045,0.029,0.074,0.05,0,0.106,339,1032,High consistency
434224,Maxence Lacroix,Defender,Centre-Back,France,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",12199,7,3,10,0.054,0.02,0.074,0.07,0,0.19,340,1033,High consistency
196231,Marvin Friedrich,Defender,Centre-Back,Germany,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",8614,6,3,9,0.044,0.03,0.074,0.085,0,0.206,341,1034,High consistency
168157,Leander Dendoncker,Midfield,Defensive Midfield,Belgium,3,2020,2022,"2020-21, 2021-22, 2022-23",5350,3,2,5,0.043,0.031,0.074,0.098,0,0.185,370,1035,High consistency
165513,Berat Djimsiti,Defender,Centre-Back,Albania,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",12162,2,8,10,0.015,0.059,0.073,0.032,0.032,0.103,342,1036,High consistency
199704,Yunis Abdelhamid,Defender,Centre-Back,Morocco,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",12989,10,2,12,0.062,0.011,0.073,0.048,0,0.129,343,1037,High consistency
72441,Rafael Tolói,Defender,Centre-Back,Italy,4,2020,2023,"2020-21, 2021-22, 2022-23, 2023-24",7737,5,2,7,0.049,0.024,0.073,0.054,0,0.125,344,1038,High consistency
480763,Juan Foyth,Defender,Centre-Back,Argentina,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",7640,4,2,6,0.047,0.026,0.073,0.063,0,0.169,345,1039,High consistency
161869,Djibril Sidibé,Defender,Right-Back,France,3,2020,2024,"2020-21, 2021-22, 2024-25",5031,0,5,5,0,0.073,0.073,0.066,0,0.128,346,1040,High consistency
170481,Jean-Daniel Akpa Akpro,Midfield,Central Midfield,Cote d'Ivoire,3,2020,2024,"2020-21, 2022-23, 2024-25",3366,1,2,3,0.022,0.051,0.073,0.067,0,0.132,371,1041,High consistency
509022,Federico Gatti,Defender,Centre-Back,Italy,3,2022,2024,"2022-23, 2023-24, 2024-25",6285,5,1,6,0.059,0.014,0.073,0.068,0,0.136,347,1042,High consistency
401527,Rogério,Defender,Left-Back,Brazil,4,2020,2023,"2020-21, 2021-22, 2022-23, 2023-24",7510,1,5,6,0.025,0.048,0.072,0.026,0.048,0.099,348,1043,High consistency
683895,Emmanuel Agbadou,Defender,Centre-Back,Cote d'Ivoire,3,2022,2024,"2022-23, 2023-24, 2024-25",7655,2,4,6,0.023,0.049,0.072,0.04,0.034,0.113,349,1044,High consistency
242273,Pedro Chirivella,Midfield,Defensive Midfield,Spain,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",11933,4,6,10,0.027,0.045,0.072,0.048,0,0.136,372,1045,High consistency
277167,Gian Marco Ferrari,Defender,Centre-Back,Italy,4,2020,2023,"2020-21, 2021-22, 2022-23, 2023-24",10630,3,6,9,0.028,0.045,0.072,0.052,0.04,0.149,350,1046,High consistency
249126,Harry Winks,Midfield,Defensive Midfield,England,3,2021,2024,"2021-22, 2022-23, 2024-25",4166,0,3,3,0,0.072,0.072,0.063,0,0.117,373,1047,High consistency
45314,Federico Fazio,Defender,Centre-Back,Argentina,3,2021,2023,"2021-22, 2022-23, 2023-24",3866,3,0,3,0.071,0,0.071,0.011,0.063,0.084,351,1048,High consistency
480116,Lloyd Kelly,Defender,Centre-Back,England,3,2022,2024,"2022-23, 2023-24, 2024-25",4913,0,4,4,0,0.071,0.071,0.015,0.058,0.088,352,1049,High consistency
195633,Charlie Taylor,Defender,Left-Back,England,3,2020,2023,"2020-21, 2021-22, 2023-24",7490,1,5,6,0.013,0.058,0.071,0.031,0.037,0.099,353,1050,High consistency
346289,Mouctar Diakhaby,Defender,Centre-Back,Guinea,4,2020,2023,"2020-21, 2021-22, 2022-23, 2023-24",7549,5,1,6,0.059,0.012,0.071,0.032,0.043,0.11,354,1051,High consistency
106405,Jeffrey Gouweleeuw,Defender,Centre-Back,Netherlands,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",13749,5,6,11,0.034,0.038,0.071,0.049,0.032,0.153,355,1052,High consistency
170472,Dimitri Foulquier,Defender,Right-Back,Guadeloupe,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",10957,0,9,9,0,0.071,0.071,0.055,0,0.14,356,1053,High consistency
585949,Pierre Kalulu,Defender,Centre-Back,France,3,2021,2024,"2021-22, 2022-23, 2024-25",6817,3,2,5,0.04,0.031,0.071,0.059,0.035,0.139,357,1054,High consistency
258878,Tosin Adarabioyo,Defender,Centre-Back,England,4,2020,2024,"2020-21, 2022-23, 2023-24, 2024-25",8060,4,1,5,0.055,0.016,0.071,0.06,0,0.128,358,1055,High consistency
196948,Andreas Christensen,Defender,Centre-Back,Denmark,4,2020,2023,"2020-21, 2021-22, 2022-23, 2023-24",6620,3,3,6,0.035,0.035,0.071,0.088,0,0.181,359,1056,High consistency
410708,Pascal Struijk,Defender,Centre-Back,Netherlands,3,2020,2022,"2020-21, 2021-22, 2022-23",6330,4,1,5,0.056,0.014,0.07,0.046,0.043,0.123,360,1057,High consistency
163639,Federico Ceccherini,Defender,Centre-Back,Italy,3,2020,2022,"2020-21, 2021-22, 2022-23",5807,3,1,4,0.055,0.015,0.07,0.049,0.038,0.126,361,1058,High consistency
184573,Victor Lindelöf,Defender,Centre-Back,Sweden,4,2020,2023,"2020-21, 2021-22, 2022-23, 2023-24",7632,2,4,6,0.026,0.045,0.07,0.055,0,0.135,362,1059,High consistency
303254,Fikayo Tomori,Defender,Centre-Back,England,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",10712,6,2,8,0.052,0.018,0.07,0.061,0,0.169,363,1060,High consistency
342385,Guido Rodríguez,Midfield,Defensive Midfield,Argentina,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",11285,5,3,8,0.039,0.03,0.069,0.036,0.031,0.107,374,1061,High consistency
86202,Antonio Rüdiger,Defender,Centre-Back,Germany,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",12155,6,4,10,0.042,0.026,0.069,0.046,0.037,0.148,364,1062,High consistency
48002,Angelo Ogbonna,Defender,Centre-Back,Italy,3,2020,2022,"2020-21, 2021-22, 2022-23",4651,4,0,4,0.069,0,0.069,0.06,0,0.108,365,1063,High consistency
289255,Andoni Gorosabel,Defender,Right-Back,Spain,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",10756,1,7,8,0.006,0.063,0.069,0.066,0,0.157,366,1064,High consistency
415912,Konstantinos Mavropanos,Defender,Centre-Back,Greece,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",10008,7,2,9,0.054,0.014,0.069,0.073,0,0.166,367,1065,High consistency
128901,Conor Coady,Defender,Centre-Back,England,4,2020,2024,"2020-21, 2021-22, 2022-23, 2024-25",10476,7,1,8,0.058,0.011,0.068,0.035,0.027,0.107,368,1066,High consistency
148153,Lewis Dunk,Defender,Centre-Back,England,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",13702,10,1,11,0.062,0.006,0.068,0.067,0,0.153,369,1067,High consistency
33829,José Fonte,Defender,Centre-Back,Portugal,3,2020,2022,"2020-21, 2021-22, 2022-23",9199,4,3,7,0.04,0.027,0.067,0.041,0.035,0.113,370,1068,High consistency
111195,Joël Veltman,Defender,Right-Back,Netherlands,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",10637,4,4,8,0.034,0.034,0.067,0.042,0,0.114,371,1069,High consistency
246291,Diego Llorente,Defender,Centre-Back,Spain,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",9627,7,1,8,0.059,0.008,0.067,0.042,0,0.115,372,1070,High consistency
390688,Juan Iglesias,Defender,Right-Back,Spain,3,2022,2024,"2022-23, 2023-24, 2024-25",6449,1,3,4,0.014,0.053,0.067,0.053,0.031,0.127,373,1071,High consistency
243028,Jan Bednarek,Defender,Centre-Back,Poland,4,2020,2024,"2020-21, 2021-22, 2022-23, 2024-25",10040,7,1,8,0.059,0.007,0.067,0.056,0,0.137,374,1072,High consistency
82350,Stefan Bell,Defender,Centre-Back,Germany,4,2020,2024,"2020-21, 2021-22, 2022-23, 2024-25",7973,3,2,5,0.034,0.034,0.067,0.058,0,0.142,375,1073,High consistency
134270,Dan Burn,Defender,Centre-Back,England,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",13699,6,4,10,0.041,0.026,0.066,0.04,0.029,0.132,376,1074,High consistency
250779,Brendan Chardonnet,Defender,Centre-Back,France,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",13277,8,2,10,0.053,0.013,0.066,0.052,0,0.133,377,1075,High consistency
291200,Moussa Niakhaté,Defender,Centre-Back,Senegal,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",10782,8,1,9,0.059,0.006,0.066,0.067,0,0.14,378,1076,High consistency
292808,Wout Faes,Defender,Centre-Back,Belgium,4,2020,2024,"2020-21, 2021-22, 2022-23, 2024-25",12100,7,2,9,0.05,0.015,0.065,0.039,0.031,0.108,379,1077,High consistency
95424,Kyle Walker,Defender,Right-Back,England,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",10050,1,7,8,0.009,0.056,0.065,0.061,0,0.13,380,1078,High consistency
401624,Edgar González,Defender,Centre-Back,Spain,3,2021,2023,"2021-22, 2022-23, 2023-24",5755,3,1,4,0.044,0.021,0.065,0.062,0,0.124,381,1079,High consistency
127189,Geoffrey Kondogbia,Midfield,Defensive Midfield,Central African Republic,5,2020,2024,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",7397,1,4,5,0.01,0.055,0.065,0.089,0,0.18,375,1080,High consistency
215114,Thomas Foket,Defender,Right-Back,Belgium,4,2020,2023,"2020-21, 2021-22, 2022-23, 2023-24",9388,1,6,7,0.01,0.054,0.064,0.019,0.045,0.081,382,1081,High consistency
465967,Ander Guevara,Midfield,Central Midfield,Spain,3,2020,2024,"2020-21, 2023-24, 2024-25",6959,2,3,5,0.025,0.04,0.064,0.02,0.046,0.086,376,1082,High consistency
